
"service","www.foodpanda.sg/104.16.243.26","443","INFO","HTTP","",""
"heartbleed","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"CRIME_TLS","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.foodpanda.sg/104.16.243.26","443","HIGH","potentially VULNERABLE, uses gzip HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.foodpanda.sg/104.16.243.26","443","OK","supported","",""
"SWEET32","www.foodpanda.sg/104.16.243.26","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","www.foodpanda.sg/104.16.243.26","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=9702262D8AA79689141BFCC7778D38AD91E140D5B7B2A3A713749F25AACD03A6","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.foodpanda.sg/104.16.243.26","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","www.foodpanda.sg/104.16.243.26","443","MEDIUM","ECDHE-RSA-AES128-SHA AES128-SHA ECDHE-RSA-AES256-SHA AES256-SHA DES-CBC3-SHA","CVE-2011-3389","CWE-20"
"BEAST","www.foodpanda.sg/104.16.243.26","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","www.foodpanda.sg/104.16.243.26","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","www.foodpanda.sg/104.16.243.26","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","www.foodpanda.sg/104.16.245.26","443","INFO","HTTP","",""
"heartbleed","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"CRIME_TLS","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.foodpanda.sg/104.16.245.26","443","HIGH","potentially VULNERABLE, uses gzip HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.foodpanda.sg/104.16.245.26","443","OK","supported","",""
"SWEET32","www.foodpanda.sg/104.16.245.26","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","www.foodpanda.sg/104.16.245.26","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=9702262D8AA79689141BFCC7778D38AD91E140D5B7B2A3A713749F25AACD03A6","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.foodpanda.sg/104.16.245.26","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","www.foodpanda.sg/104.16.245.26","443","MEDIUM","ECDHE-RSA-AES128-SHA AES128-SHA ECDHE-RSA-AES256-SHA AES256-SHA DES-CBC3-SHA","CVE-2011-3389","CWE-20"
"BEAST","www.foodpanda.sg/104.16.245.26","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","www.foodpanda.sg/104.16.245.26","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","www.foodpanda.sg/104.16.245.26","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","www.foodpanda.sg/104.16.242.26","443","INFO","HTTP","",""
"heartbleed","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"CRIME_TLS","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.foodpanda.sg/104.16.242.26","443","HIGH","potentially VULNERABLE, uses gzip HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.foodpanda.sg/104.16.242.26","443","OK","supported","",""
"SWEET32","www.foodpanda.sg/104.16.242.26","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","www.foodpanda.sg/104.16.242.26","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=9702262D8AA79689141BFCC7778D38AD91E140D5B7B2A3A713749F25AACD03A6","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.foodpanda.sg/104.16.242.26","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","www.foodpanda.sg/104.16.242.26","443","MEDIUM","ECDHE-RSA-AES128-SHA AES128-SHA ECDHE-RSA-AES256-SHA AES256-SHA DES-CBC3-SHA","CVE-2011-3389","CWE-20"
"BEAST","www.foodpanda.sg/104.16.242.26","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","www.foodpanda.sg/104.16.242.26","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","www.foodpanda.sg/104.16.242.26","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","www.honestbee.sg/13.250.180.216","443","INFO","HTTP","",""
"heartbleed","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.honestbee.sg/13.250.180.216","443","OK","no session ticket extension","CVE-2016-9244","CWE-200"
"ROBOT","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","www.honestbee.sg/13.250.180.216","443","HIGH","VULNERABLE, DoS threat","CVE-2009-3555","CWE-310"
"CRIME_TLS","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable, no HTTP compression  - only supplied '/en' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.honestbee.sg/13.250.180.216","443","OK","supported","",""
"SWEET32","www.honestbee.sg/13.250.180.216","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","www.honestbee.sg/13.250.180.216","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=84E25EAC4C6A03BAE6863DE7D964871F4D4497E4A1885C30AD32F96E6C543E58","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.honestbee.sg/13.250.180.216","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","www.honestbee.sg/13.250.180.216","443","MEDIUM","ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-SHA AES128-SHA AES256-SHA DES-CBC3-SHA","CVE-2011-3389","CWE-20"
"BEAST","www.honestbee.sg/13.250.180.216","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","www.honestbee.sg/13.250.180.216","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","www.honestbee.sg/13.250.180.216","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","www.honestbee.sg/13.251.181.240","443","INFO","HTTP","",""
"heartbleed","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.honestbee.sg/13.251.181.240","443","OK","no session ticket extension","CVE-2016-9244","CWE-200"
"ROBOT","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","www.honestbee.sg/13.251.181.240","443","HIGH","VULNERABLE, DoS threat","CVE-2009-3555","CWE-310"
"CRIME_TLS","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable, no HTTP compression  - only supplied '/en' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.honestbee.sg/13.251.181.240","443","OK","supported","",""
"SWEET32","www.honestbee.sg/13.251.181.240","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","www.honestbee.sg/13.251.181.240","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=84E25EAC4C6A03BAE6863DE7D964871F4D4497E4A1885C30AD32F96E6C543E58","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.honestbee.sg/13.251.181.240","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","www.honestbee.sg/13.251.181.240","443","MEDIUM","ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-SHA AES128-SHA AES256-SHA DES-CBC3-SHA","CVE-2011-3389","CWE-20"
"BEAST","www.honestbee.sg/13.251.181.240","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","www.honestbee.sg/13.251.181.240","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","www.honestbee.sg/13.251.181.240","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","deliveroo.com.sg/104.17.168.212","443","INFO","HTTP","",""
"heartbleed","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"CRIME_TLS","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","deliveroo.com.sg/104.17.168.212","443","HIGH","potentially VULNERABLE, uses gzip HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","deliveroo.com.sg/104.17.168.212","443","OK","supported","",""
"SWEET32","deliveroo.com.sg/104.17.168.212","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","deliveroo.com.sg/104.17.168.212","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=A31960EF4F9C5150A21BEEC060E32A11C2D664F144263AB06691C424DE26EEE5","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","deliveroo.com.sg/104.17.168.212","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","deliveroo.com.sg/104.17.168.212","443","MEDIUM","ECDHE-RSA-AES128-SHA AES128-SHA ECDHE-RSA-AES256-SHA AES256-SHA DES-CBC3-SHA","CVE-2011-3389","CWE-20"
"BEAST","deliveroo.com.sg/104.17.168.212","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","deliveroo.com.sg/104.17.168.212","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","deliveroo.com.sg/104.17.168.212","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","deliveroo.com.sg/104.17.165.212","443","INFO","HTTP","",""
"heartbleed","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"CRIME_TLS","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","deliveroo.com.sg/104.17.165.212","443","HIGH","potentially VULNERABLE, uses gzip HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","deliveroo.com.sg/104.17.165.212","443","OK","supported","",""
"SWEET32","deliveroo.com.sg/104.17.165.212","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","deliveroo.com.sg/104.17.165.212","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=A31960EF4F9C5150A21BEEC060E32A11C2D664F144263AB06691C424DE26EEE5","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","deliveroo.com.sg/104.17.165.212","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","deliveroo.com.sg/104.17.165.212","443","MEDIUM","ECDHE-RSA-AES128-SHA AES128-SHA ECDHE-RSA-AES256-SHA AES256-SHA DES-CBC3-SHA","CVE-2011-3389","CWE-20"
"BEAST","deliveroo.com.sg/104.17.165.212","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","deliveroo.com.sg/104.17.165.212","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","deliveroo.com.sg/104.17.165.212","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","deliveroo.com.sg/104.17.167.212","443","INFO","HTTP","",""
"heartbleed","deliveroo.com.sg/104.17.167.212","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","deliveroo.com.sg/104.17.167.212","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","deliveroo.com.sg/104.17.167.212","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","deliveroo.com.sg/104.17.167.212","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
